,Path_Time,Distance,RT,Sim_Time,PR_acc,Sim_con,Vividness,S_coherence,T_coherence,Fract,Coherence,Length,S_mem,G_mem,Participant
0,40.12323,269.9631533,,33.19708,5,3,3.166666667,1,1,3.5,2.25,3,5,2,11
1,65.0244,439.5563,4.82094,29.8555,5,2,2.5,2,2,4.5,3.25,3,5,2,11
2,92.5497,702.9673,1.73665,6.9695,1.5,5,3.333333333,2,4,1.5,2.25,5,5,5,11
3,64.7018,446.621,1.68632,15.9535,2,4,3.333333333,2,2,4.5,3.25,5,5,4,11
4,53.282,358.796,3.53711,19.9559,2,3,3,2,1,3.5,2.5,3,1,2,11
5,24.481,158.838,3.61983,8.5695,4,5,3.166666667,2,2,2,2,1,4,2,11
6,30.9304,186.079,1.5366,27.0048,5,1,2,1,2,1,1.25,2,5,2,11
7,34.8875,258.436,4.02066,15.9868,1,4,3,1,2,1.5,1.5,2,5,4,11
8,74.78,580.828,4.40277,17.339,5,3,2.833333333,2,2,2,2,3,4,2,11
9,20.11,152.031,7.63715,10.52,5,5,3.166666667,1,1,1,1,3,5,4,11
0,149.27011,653.1421533,,30.87501,3,1,1.833333333,4,2,1.5,2.25,4,3,1,12
1,46.9879,228.726,5.90339,4.6028,3,2,2.333333333,4,2,2,2.5,3,3,2,12
2,45.6948,272.3746,2.00346,5.3896,3.5,1,2.666666667,4,2,2.5,2.75,4,3,2,12
3,73.0936,430.54,3.56949,3.6195,3,3,3.333333333,3,3,3,3,2,3,3,12
4,96.8273,688.494,3.41968,4.6076,3,2,3.166666667,3,3,3,3,3,2,3,12
5,101.022,596.499,4.6198,28.6541,3.5,2,3,3,2,3,2.75,4,4,2,12
6,63.19,211.271,4.03666,-5,2.5,2,3.166666667,3,3,2.5,2.75,3,3,3,12
7,29.376,170.754,7.60252,8.454,4,4,4,3,4,2.5,3,2,5,4,12
8,88.149,564.201,8.37027,4.589,4,2,3.166666667,3,3,2.5,2.75,3,3,2,12
9,179.44,1230.623,2.30316,3.836,3.5,3,3.333333333,3,2,3,2.75,1,4,1,12
0,19.86552,130.9399533,,4.752976,4,4,4.166666667,2,2,2,2,2,2,4,13
1,32.9855,233.0534,1.619954,7.77219,4,5,3.833333333,2,3,3.5,3,4,4,3,13
2,23.2782,162.7279,2.05367,8.0533,4,5,4.166666667,2,3,3.5,3,3,5,4,13
3,20.2287,134.8677,1.97047,10.9517,4,5,3.666666667,3,3,4,3.5,2,4,5,13
4,39.0255,278.919,2.98748,10.0866,4,4,3.5,3,2,4.5,3.5,4,4,4,13
5,24.8635,177.5058,3.76939,8.6692,4,4,3.333333333,3,3,3.5,3.25,4,2,3,13
6,29.6198,202.588,1.72001,5.1371,3.5,4,3.666666667,3,3,3.5,3.25,1,4,4,13
7,24.1893,178.199,2.78608,11.4368,4,3,3.833333333,2,3,4.5,3.5,2,3,3,13
8,42.1788,299.573,3.58678,10.4025,5,5,4.333333333,3,3,3,3,3,4,4,13
9,21.8833,155.688,1.65339,1.7735,4.5,4,4.666666667,4,4,5,4.5,1,3,4,13
0,81.76168,598.2872533,,26.12437,1,1,1.333333333,1,1,2.5,1.75,5,2,1,14
1,67.2799,471.7055,1.01929,19.3192,1,1,1,1,1,3,2,4,5,1,14
2,35.2117,247.831,2.73689,29.0208,1.5,1,1.333333333,1,1,3,2,3,2,1,14
3,27.1704,149.571,2.97093,12.5198,1,3,3,5,1,2.5,2.75,1,3,3,14
4,72.0774,527.84,3.00441,8.303,3.5,1,2,3,1,3.5,2.75,1,5,3,14
5,42.3762,275.509,1.8043,13.7683,1.5,1,1.666666667,1,1,3,2,5,5,1,14
6,39.9915,296.551,2.4542,8.6196,1,1,1.666666667,1,2,2,1.75,4,2,1,14
7,22.6388,159.452,3.80318,11.2534,1,5,3.833333333,4,4,1.5,2.75,1,5,5,14
8,90.9193,678.307,2.68658,17.7698,5,1,1.666666667,3,2,2.5,2.5,5,1,3,14
9,39.979,284.001,2.46981,8.47,1,1,1.5,1,1,3,2,5,5,1,14
0,43.92531,217.3442533,,15.91946,3.5,3,3.5,3,2,3.5,3,5,1,3,15
1,107.5496,728.5846,3.22033,17.5389,3.5,3,3.333333333,3,3,3,3,5,1,3,15
2,100.7223,700.9949,2.13605,27.9546,2,3,3.333333333,4,2,4,3.5,3,1,2,15
3,128.6086,872.374,2.25249,22.8522,3,4,3.333333333,3,3,4,3.5,3,4,3,15
4,141.5026,1000.198,2.41986,14.4016,2.5,4,3.166666667,3,2,3.5,3,4,5,3,15
5,27.2875,141.166,3.22015,6.4076,2.5,4,4.333333333,4,4,4,4,1,5,4,15
6,29.7199,218.759,2.33605,19.4869,4,3,3.666666667,2,3,4,3.25,3,3,4,15
7,32.735,228.353,2.12099,8.069,4,3,3.666666667,2,4,3.5,3.25,3,5,3,15
8,104.76,749.705,4.03599,13.569,4.5,3,3.166666667,2,3,3.5,3,4,4,3,15
9,55.575,367.687,2.85328,8.403,3,3,2.833333333,2,3,3,2.75,4,5,3,15
0,27.4256,123.2275533,,27.70654,4,4,3.666666667,3,3,4,3.5,1,3,4,16
1,32.3892,223.0875,7.6709,23.4022,4,4,4.166666667,3,5,2,3,3,5,4,16
2,32.451,233.9253,3.60317,20.3415,4.5,5,4,5,4,3.5,4,3,5,3,16
3,19.2071,125.9374,2.75285,11.6527,4,4,4.166666667,4,4,2.5,3.25,1,3,5,16
4,36.0102,255.3613,7.35225,23.1033,4,4,3.666666667,3,4,2.5,3,5,3,4,16
5,22.8724,139.5327,6.40289,18.4695,3.5,4,3.666666667,3,4,2.5,3,3,3,3,16
6,25.8998,194.938,5.47026,11.8693,3.5,4,3.833333333,3,4,3,3.25,1,4,3,16
7,23.2384,165.398,9.75392,14.7009,4.5,4,3.833333333,2,4,2,2.5,2,3,3,16
8,40.495,291.293,6.73606,22.6031,4,4,3.666666667,3,4,3,3.25,3,3,4,16
9,20.083,143.299,6.38637,12.569,3.5,4,3.666666667,3,4,1.5,2.5,1,4,3,16
0,41.97558,233.2518533,,12.39247,3,2,2,4,2,2,2.5,3,4,2,17
1,77.7071,457.5358,2.35405,13.4526,3,4,2.833333333,2,3,2.5,2.5,4,2,4,17
2,84.4137,536.8351,2.43704,0.3561,2.5,3,3.166666667,3,2,3.5,3,4,5,3,17
3,21.9339,139.448,3.08598,1.3724,2.5,4,3.333333333,4,1,3,2.75,1,3,4,17
4,43.4098,302.077,1.97001,7.7364,5,4,3.333333333,3,3,3,3,4,5,4,17
5,21.5311,139.148,1.12009,6.0861,3.5,5,3,4,3,4,3.75,1,5,1,17
6,30.8472,209.885,1.58683,12.8885,2.5,5,3,4,4,3,3.5,3,5,4,17
7,37.0537,248.061,7.98676,2.0952,2.5,5,3.166666667,4,3,1.5,2.5,1,1,5,17
8,56.396,373.884,3.65427,3.887,2.5,5,2.833333333,2,2,3,2.5,3,5,5,17
9,27.146,156.031,1.37001,38.272,2.5,5,4.5,1,5,4.5,3.75,2,5,4,17
0,46.16162,304.7015533,,14.46975,4,3,3.666666667,2,3,5,3.75,4,3,4,18
1,37.1265,257.8148,0.15328,16.0021,4,3,3.166666667,4,3,4.5,4,3,4,4,18
2,35.4945,223.6136,2.43762,5.4363,3.5,3,3.166666667,2,3,4.5,3.5,2,2,3,18
3,22.7036,147.847,2.95368,6.2877,3.5,4,5,5,5,3,4,1,5,5,18
4,83.7116,497.4418,3.32068,7.12,5,2,3.666666667,3,3,3,3,2,3,3,18
5,30.4703,174.625,3.23719,12.9034,3,3,3.333333333,3,4,4,3.75,4,3,3,18
6,28.312,205.901,5.31971,-0.0267,1.5,5,4.833333333,5,5,5,5,1,5,5,18
7,30.1441,195.455,3.33747,4.87,3.5,4,4.333333333,5,5,4.5,4.75,2,5,3,18
8,63.4383,392.89,2.43661,0.9415,4,4,4.5,5,5,5,5,4,5,5,18
9,36.8907,250.182,2.98559,8.1861,4,3,3.833333333,3,4,4,3.75,4,3,4,18
0,24.62992,138.7991533,,15.70731,1,1,2,5,1,2,2.5,5,5,5,19
1,59.5505,395.7092,5.95438,9.98696,1,2,2.5,4,1,1.5,2,2,5,1,19
2,81.7406,591.0304,1.93612,13.9691,2.5,3,3.166666667,4,2,1.5,2.25,2,4,5,19
3,65.234,449.288,3.05432,7.536,1.5,3,2.833333333,4,2,1.5,2.25,3,4,1,19
4,118.2451,856.211,2.42057,7.2562,2,4,3,3,2,2,2.25,4,3,4,19
5,23.4016,151.741,4.93723,9.4861,1,2,2,2,1,1.5,1.5,4,5,1,19
6,93.8369,590.229,3.25357,5.7356,2.5,4,2.666666667,4,2,2,2.5,4,2,3,19
7,36.4228,237.093,4.00323,6.0696,1,2,3.166666667,2,3,2,2.25,2,3,4,19
8,74.8297,571.75,4.98649,4.4362,4,4,3,4,3,3.5,3.5,2,3,1,19
9,156.872,1094.846,5.08638,8.5865,3.5,3,3.333333333,3,2,2.5,2.5,2,3,4,19
0,19.53978,126.8786533,,9.17399,5,5,4.5,3,3,5,4,2,5,5,20
1,31.9499,239.596,5.13659,10.85662,5,5,4.5,3,3,5,4,3,5,5,20
2,21.8999,158.0303,1.27006,4.7363,5,5,4.333333333,2,4,5,4,1,5,5,20
3,17.5457,121.7141,2.21979,3.5875,5,5,4.166666667,2,4,5,4,1,5,5,20
4,36.1948,275.1391,4.33644,6.0369,5,5,4.666666667,3,3,5,4,3,5,5,20
5,23.8113,164.9856,2.80332,1.939,5,5,4.5,3,3,5,4,1,5,5,20
6,25.6828,199.049,3.38734,5.2518,5,5,4.666666667,2,4,5,4,2,5,5,20
7,22.5726,170.238,3.6373,3.9026,5,5,4.833333333,2,4,5,4,1,5,5,20
8,39.3987,301.597,1.63772,8.4531,5,5,4,2,4,5,4,2,5,5,20
9,23.0828,160.946,1.33756,5.1196,5,5,4.666666667,5,4,5,4.75,1,5,5,20
0,18.69949,124.6437533,,9.97276,5,5,5,5,5,4.5,4.75,2,5,5,21
1,59.6815,431.3238,2.62082,9.11941,5,5,4.166666667,4,4,5,4.5,5,4,5,21
2,51.2959,352.2378,1.28619,8.6526,5,5,4.833333333,1,4,3.5,3,3,5,4,21
3,24.9003,120.3984,1.93678,8.2672,5,4,4.166666667,5,2,4,3.75,2,5,4,21
4,57.4419,351.609,4.26985,9.2191,5,5,4.833333333,5,5,3.5,4.25,4,5,4,21
5,24.6463,139.377,4.8367,5.3018,4,5,4.166666667,5,5,3,4,1,4,5,21
6,28.9618,194.422,3.98596,5.3532,5,5,3.666666667,4,4,3,3.5,1,4,3,21
7,33.461,236.508,5.90391,4.6538,4.5,5,4.5,5,5,4,4.5,2,5,5,21
8,73.408,512.92,3.0709,11.9693,5,5,4.333333333,4,5,4,4.25,5,5,4,21
9,32.1917,215.48,2.31996,8.3698,5,5,3.5,4,4,3,3.5,3,5,3,21
0,36.17953,233.0661533,,11.2916,3,4,3.833333333,4,4,3,3.5,3,3,4,22
1,32.008,223.7087,1.61922,9.7028,3,2,3.166666667,4,4,2.5,3.25,4,4,4,22
2,49.192,272.0347,2.00328,5.4366,4,3,3.333333333,4,3,3.5,3.5,4,4,3,22
3,17.2528,122.3315,2.66984,5.5367,2.5,5,3.5,4,5,2,3.25,3,4,4,22
4,35.2572,255.9337,2.38664,9.4862,5,4,3.5,4,3,3,3.25,5,4,2,22
5,20.5773,140.788,1.6368,7.3019,5,4,2.166666667,2,2,3,2.5,3,2,2,22
6,26.7907,193.179,2.58724,6.7366,4,3,3.833333333,5,5,3,4,4,3,4,22
7,25.4418,166.455,1.21942,6.6872,4.5,2,4,4,4,2.5,3.25,1,4,4,22
8,41.0591,308.448,3.27022,5.8708,5,3,3.666666667,2,4,3.5,3.25,4,4,4,22
9,23.2051,151.879,2.00437,1.5907,5,3,3.5,4,4,3.5,3.75,4,4,4,22
0,89.33194,521.8600533,,12.78213,1.5,3,1.833333333,5,2,2,2.75,2,5,1,23
1,69.5765,422.7385,2.88545,7.0694,1.5,2,2,3,1,1,1.5,3,5,2,23
2,40.2559,221.1772,3.80254,9.3189,3,2,1.833333333,5,1,1.5,2.25,3,5,2,23
3,90.6141,644.449,2.37001,4.0858,1.5,2,2,4,1,2.5,2.5,2,5,2,23
4,45.9691,303.868,2.52087,7.1035,1.5,1,2.333333333,3,1,2,2,1,5,3,23
5,21.8725,140.593,2.48698,4.5076,4,3,2.666666667,4,3,2.5,3,1,5,3,23
6,55.0314,326.76,4.07027,9.036,5,2,2.333333333,4,3,2.5,3,3,5,2,23
7,25.7415,195.766,2.30419,5.9569,2.5,5,4,2,5,4.5,4,1,1,5,23
8,72.8006,465.609,2.77029,10.6189,5,1,1.666666667,5,1,2,2.5,4,5,1,23
9,53.163,316.355,2.05329,6.7373,1.5,1,2,5,2,2,2.75,1,5,3,23
0,29.12034,158.8690533,,28.37467,2.5,4,3.5,3,3,4.5,3.75,5,4,3,24
1,98.1619,704.8359,2.5376,13.3226,2.5,4,3.333333333,3,4,5,4.25,5,4,5,24
2,23.7583,158.9188,3.5709,15.7349,1.5,4,4.333333333,2,4,5,4,2,4,4,24
3,18.4145,123.268,1.88573,5.1528,5,1,3.833333333,5,5,5,5,1,5,5,24
4,53.1005,329.676,1.25325,10.5859,5,2,1.333333333,1,1,5,3,5,5,1,24
5,161.0895,1141.622,2.38721,5.4042,1,4,2.333333333,1,1,5,3,3,1,2,24
6,28.1294,193.723,2.03658,12.6021,1,3,1.666666667,1,1,5,3,5,1,1,24
7,25.4519,170.066,5.28695,8.4219,1,5,4.666666667,5,5,5,5,1,5,5,24
8,43.6121,322.631,1.80376,10.0852,5,3,3.333333333,3,3,5,4,5,3,3,24
9,22.8956,139.916,1.30322,7.5534,5,3,3.666666667,2,4,3.5,3.25,3,2,3,24
0,34.14926,175.3805533,,9.22267,2.5,3,3.5,5,2,2,2.75,1,3,4,25
1,36.3455,247.5544,1.13706,6.88619,2.5,4,3.5,5,3,3.5,3.75,3,5,2,25
2,27.9865,182.8754,1.62032,11.8522,4,3,3.666666667,3,4,2.5,3,3,3,3,25
3,21.3568,139.6491,1.35322,4.0554,5,5,5,5,5,4,4.5,1,1,5,25
4,43.1107,285.0123,2.23667,14.9191,5,5,4.666666667,3,4,3.5,3.5,5,5,5,25
5,41.987,284.445,1.93664,7.7029,4.5,3,3.833333333,3,3,3.5,3.25,4,2,4,25
6,87.0655,607.405,2.20328,3.0374,5,4,3.5,3,4,3.5,3.5,3,3,3,25
7,32.0077,210.953,1.53557,6.5873,3,4,3.833333333,3,4,3,3.25,3,3,4,25
8,47.1623,331.238,1.66938,4.437,5,4,3.5,3,4,3,3.25,4,3,4,25
9,20.6574,150.137,2.30313,4.4537,5,5,4.833333333,5,4,4,4.25,3,5,4,25
0,27.16497,179.2514533,,13.09132,3.5,3,3,3,3,3,3,3,3,3,26
1,31.6405,238.3531,3.9032,0.12149,3.5,4,4.666666667,5,4,2.5,3.5,3,5,4,26
2,27.971,175.764,3.23757,13.4087,5,4,4.166666667,2,4,2,2.5,4,5,4,26
3,19.107,128.3399,1.87011,5.8064,5,5,4.666666667,4,4,3.5,3.75,2,5,4,26
4,41.5449,307.7033,1.81944,1.0055,5,3,3.333333333,2,2,3,2.5,4,3,4,26
5,21.4992,153.802,1.00262,4.9726,5,3,2.666666667,3,2,2.5,2.5,3,4,3,26
6,26.4636,200.902,1.25365,1.1218,2.5,5,4.833333333,5,5,4,4.5,3,4,4,26
7,29.9807,231.341,2.13701,2.5229,5,5,5,5,5,4,4.5,1,5,5,26
8,48.0508,371.644,1.75409,4.0557,5,4,3.833333333,4,3,3.5,3.5,5,4,4,26
9,100.8355,216.624,1.38749,4.3538,5,4,4.166666667,4,4,3.5,3.75,5,4,5,26
